vi1_quantization,vi2_batch_size,vi3_output_length,vi4_context_case,repetition,energy_j,throughput,j_per_token,tpot_ms,completion_tok,kgco2eq
int8_w8a16,8,64,C,2,2131.628999666667,83.60613333333333,4.163337889973959,11.96,512.0,0.0001740830349727778
int8_w8a16,8,64,C,3,2106.6022336666665,83.45496666666666,4.114457487630208,11.979999999999999,512.0,0.0001720391824161111
int8_w8a16,8,256,A,1,2925.0623680000003,221.54306666666665,1.4282531093750002,4.513333333333333,2048.0,0.00023888009338666666
int8_w8a16,8,256,A,2,2928.930355666667,222.28903333333332,1.4301417752278647,4.5,2048.0,0.0002391959790461111
int8_w8a16,8,256,A,3,2911.2670313333333,221.75193333333334,1.4215171051432292,4.506666666666667,2048.0,0.00023775347422555555
int8_w8a16,8,256,B,1,3213.716988,203.93536666666668,1.569197748046875,4.906666666666666,2048.0,0.00026245355401999996
int8_w8a16,8,256,B,2,3219.7869666666666,203.00536666666667,1.5721616048177083,4.926666666666667,2048.0,0.0002629492689444444
int8_w8a16,8,256,B,3,3224.981932,203.66336666666666,1.574698208984375,4.91,2048.0,0.0002633735244466666
int8_w8a16,8,256,C,1,4640.047664,147.6829,2.2656482734375,6.773333333333333,2048.0,0.0003789372258933333
int8_w8a16,8,256,C,2,4626.801733666666,147.3495,2.259180534016927,6.79,2048.0,0.00037785547491611107
int8_w8a16,8,256,C,3,4609.8306139999995,147.36513333333335,2.2508938544921873,6.786666666666666,2048.0,0.0003764695001433333
int8_w8a16,8,512,A,1,5922.599892333333,223.7242666666667,1.4459472393391926,4.473333333333334,4096.0,0.0004836789912072222
int8_w8a16,8,512,A,2,5921.845323999999,224.04926666666665,1.4457630185546873,4.463333333333334,4096.0,0.00048361736812666667
int8_w8a16,8,512,A,3,5931.128183666668,224.24296666666666,1.448029341715495,4.46,4096.0,0.0004843754683327778
int8_w8a16,8,512,B,1,6307.204647333333,210.99326666666664,1.5398448846028645,4.74,4096.0,0.0005150883795322222
int8_w8a16,8,512,B,2,6285.8461843333325,211.15273333333334,1.534630416097005,4.736666666666667,4096.0,0.0005133441050538889
int8_w8a16,8,512,B,3,6320.271177333333,210.6037,1.5430349554036458,4.75,4096.0,0.0005161554794822222
int8_w8a16,8,512,C,1,8055.2895143333335,168.26376666666667,1.9666234165852865,5.946666666666666,4096.0,0.0006578486436705555
int8_w8a16,8,512,C,2,8048.421626666666,168.40273333333334,1.9649466861979166,5.94,4096.0,0.0006572877661777778
int8_w8a16,8,512,C,3,8080.368473333333,168.12826666666666,1.9727462093098957,5.946666666666666,4096.0,0.0006598967586555556
