run_id,config_key,vi1_quantization,vi2_batch_size,vi3_output_length,vi4_context_case,vi4_mean_input_tokens,repetition,batch_index,batch_total,batch_actual_size,status,energy_j,duration_s,avg_power_w,peak_power_w,vram_peak_mb,vram_used_start_mb,prompt_tokens,completion_tokens,throughput_tok_s,j_per_token,tpot_ms,j_per_token_calc,tok_per_j,gco2eq,nvml_sample_count,nvml_available
fp16_b1_o512_caseB_rep3_batch11of30_1780340221,fp16_b1_o512_caseB_rep3,fp16,1,512,B,872,3,11,30,1,success,672.853346,2.6874,186.15,294.56,23516.3,23516.3,872,145,53.9552,4.640368,18.53,4.640367903448276,0.21550015447199694,0.054949689923333336,37,True
fp16_b8_o512_caseC_rep3_batch1of4_1780352520,fp16_b8_o512_caseC_rep3,fp16,8,512,C,3793,3,1,4,8,success,3968.442383,13.3502,276.4,424.21,23516.3,23516.3,30351,2054,153.855,1.932056,6.5,1.932055687925998,0.517583424871914,0.3240894612783333,144,True
fp16_b4_o64_caseA_rep2_batch2of8_1780357893,fp16_b4_o64_caseA_rep2,fp16,4,64,A,232,2,2,8,4,success,272.817326,1.2818,123.78,257.24,23516.3,23516.3,929,256,199.7191,1.065693,5.01,1.0656926796875,0.938356825621845,0.02228008162333333,23,True
fp16_b8_o64_caseB_rep2_batch3of4_1780343986,fp16_b8_o64_caseB_rep2,fp16,8,64,B,894,2,3,4,8,success,499.418638,1.9071,170.61,333.86,23516.3,23516.3,7155,512,268.4696,0.975427,3.72,0.97542702734375,1.0251920153608685,0.040785855436666664,30,True
fp16_b1_o64_caseA_rep3_batch27of30_1780345718,fp16_b1_o64_caseA_rep3,fp16,1,64,A,233,3,27,30,1,success,268.594288,1.2041,122.96,245.95,23516.3,23516.3,233,64,53.1537,4.196786,18.81,4.19678575,0.23827759136858487,0.021935200186666663,23,True
fp16_b8_o64_caseA_rep1_batch3of4_1780356214,fp16_b8_o64_caseA_rep1,fp16,8,64,A,233,1,3,4,8,success,319.535921,1.4064,133.31,268.86,23516.3,23516.3,1864,512,364.0559,0.624094,2.75,0.624093595703125,1.6023237650329774,0.02609543354833333,25,True
fp16_b1_o512_caseB_rep3_batch3of30_1780340154,fp16_b1_o512_caseB_rep3,fp16,1,512,B,877,3,3,30,1,success,602.77799,2.3722,181.65,295.35,23516.3,23516.3,877,127,53.5369,4.746283,18.68,4.746283385826772,0.21069117006080462,0.049226869183333334,34,True
fp16_b4_o64_caseC_rep1_batch2of8_1780341321,fp16_b4_o64_caseC_rep1,fp16,4,64,C,3794,1,2,8,4,success,838.921457,2.8049,224.58,417.16,23516.3,23516.3,15176,256,91.2691,3.277037,10.96,3.27703694140625,0.30515371595746416,0.06851191898833332,38,True
fp16_b1_o64_caseA_rep1_batch22of30_1780351293,fp16_b1_o64_caseA_rep1,fp16,1,64,A,231,1,22,30,1,success,253.739617,1.1763,122.85,283.27,23516.3,23516.3,231,64,54.409,3.964682,18.38,3.964681515625,0.25222706945285567,0.020722068721666667,22,True
fp16_b1_o64_caseC_rep2_batch30of30_1780345202,fp16_b1_o64_caseC_rep2,fp16,1,64,C,3793,2,30,30,1,success,334.320671,1.4915,140.91,311.16,23516.3,23516.3,3793,60,40.2287,5.572011,24.86,5.572011183333333,0.17946841222988572,0.027302854798333335,25,True
fp16_b1_o256_caseC_rep2_batch25of30_1780346143,fp16_b1_o256_caseC_rep2,fp16,1,256,C,3792,2,25,30,1,success,1127.767689,4.016,224.0,295.45,23516.3,23516.3,3792,195,48.5564,5.783424,20.59,5.783424046153846,0.17290795072601162,0.092101027935,51,True
fp16_b1_o64_caseC_rep3_batch7of30_1780338505,fp16_b1_o64_caseC_rep3,fp16,1,64,C,3800,3,7,30,1,success,359.45977,1.5653,144.09,312.25,23516.3,23516.3,3800,64,40.8874,5.616559,24.46,5.61655890625,0.17804495896717454,0.029355881216666668,26,True
fp16_b1_o64_caseB_rep3_batch7of30_1780347840,fp16_b1_o64_caseB_rep3,fp16,1,64,B,886,3,7,30,1,success,247.173814,1.2721,114.14,258.9,23516.3,23516.3,886,64,50.3087,3.862091,19.88,3.86209084375,0.258927104632532,0.02018586147666666,23,True
fp16_b1_o64_caseA_rep1_batch25of30_1780351314,fp16_b1_o64_caseA_rep1,fp16,1,64,A,233,1,25,30,1,success,238.038229,1.2464,109.92,250.14,23516.3,23516.3,233,64,51.3464,3.719347,19.48,3.719347328125,0.2688643764023299,0.01943978870166667,23,True
fp16_b4_o256_caseC_rep3_batch2of8_1780353507,fp16_b4_o256_caseC_rep3,fp16,4,256,C,3794,3,2,8,4,success,1713.886123,6.0655,243.09,418.54,23516.3,23516.3,15176,669,110.2955,2.561863,9.07,2.5618626651718985,0.3903409864997197,0.13996736671166665,71,True
fp16_b4_o256_caseA_rep1_batch2of8_1780339683,fp16_b4_o256_caseA_rep1,fp16,4,256,A,232,1,2,8,4,success,1177.689722,4.7711,205.54,261.56,23516.3,23516.3,929,841,176.2681,1.400344,5.67,1.4003444970273484,0.7141099937356844,0.09617799396333333,58,True
fp16_b1_o256_caseA_rep1_batch13of30_1780349094,fp16_b1_o256_caseA_rep1,fp16,1,256,A,230,1,13,30,1,success,1279.635628,4.8285,218.8,282.22,23516.3,23516.3,230,256,53.0185,4.998577,18.86,4.998576671875,0.20005694933651846,0.10450357628666666,59,True
fp16_b1_o512_caseB_rep2_batch21of30_1780346763,fp16_b1_o512_caseB_rep2,fp16,1,512,B,899,2,21,30,1,success,665.812307,2.6315,184.15,292.56,23516.3,23516.3,899,140,53.201,4.755802,18.8,4.755802192857143,0.21026946862969295,0.05437467173833334,37,True
fp16_b1_o64_caseC_rep3_batch13of30_1780338551,fp16_b1_o64_caseC_rep3,fp16,1,64,C,3791,3,13,30,1,success,416.455549,1.5712,166.69,316.68,23516.3,23516.3,3791,64,40.7337,6.507118,24.55,6.507117953125,0.15367786586990584,0.03401053650166667,26,True
fp16_b1_o512_caseB_rep3_batch29of30_1780340398,fp16_b1_o512_caseB_rep3,fp16,1,512,B,889,3,29,30,1,success,1311.998453,4.6425,232.95,297.72,23516.3,23516.3,889,256,55.143,5.124994,18.13,5.12499395703125,0.19512218129116957,0.10714654032833333,57,True
fp16_b1_o256_caseC_rep2_batch15of30_1780346034,fp16_b1_o256_caseC_rep2,fp16,1,256,C,3795,2,15,30,1,success,1416.786977,5.0485,234.47,313.01,23516.3,23516.3,3795,256,50.7078,5.534324,19.72,5.53432412890625,0.18069053721969666,0.11570426978833333,61,True
fp16_b1_o512_caseA_rep3_batch30of30_1780343828,fp16_b1_o512_caseA_rep3,fp16,1,512,A,233,3,30,30,1,success,1916.710853,6.7161,247.21,296.31,23516.3,23516.3,233,378,56.2826,5.070664,17.77,5.070663632275132,0.19721284481087037,0.15653138632833333,78,True
fp16_b8_o64_caseB_rep3_batch2of4_1780341154,fp16_b8_o64_caseB_rep3,fp16,8,64,B,888,3,2,4,8,success,499.615833,1.9133,171.44,310.55,23516.3,23516.3,7105,512,267.5966,0.975812,3.74,0.975812173828125,1.0247873789860458,0.040801959694999994,30,True
fp16_b8_o256_caseA_rep3_batch3of4_1780340584,fp16_b8_o256_caseA_rep3,fp16,8,256,A,233,3,3,4,8,success,1244.346885,4.9173,209.86,272.52,23516.3,23516.3,1864,1696,344.9048,0.733695,2.9,0.7336950972877359,1.3629639937580589,0.10162166227499998,60,True
fp16_b1_o64_caseB_rep2_batch28of30_1780356050,fp16_b1_o64_caseB_rep2,fp16,1,64,B,883,2,28,30,1,success,274.546996,1.2737,125.78,250.89,23516.3,23516.3,883,64,50.2479,4.289797,19.9,4.2897968125,0.2331112739619996,0.022421338006666663,23,True
fp16_b4_o512_caseC_rep1_batch6of8_1780351621,fp16_b4_o512_caseC_rep1,fp16,4,512,C,3791,1,6,8,4,success,3315.183091,12.3012,250.07,419.85,23516.3,23516.3,15166,1829,148.6842,1.812566,6.73,1.8125659327501367,0.551704068763302,0.27073995243166665,133,True
fp16_b1_o256_caseA_rep3_batch10of30_1780356461,fp16_b1_o256_caseA_rep3,fp16,1,256,A,235,3,10,30,1,success,1224.667569,4.5685,220.92,294.35,23516.3,23516.3,235,256,56.0356,4.783858,17.85,4.78385769140625,0.209036318491749,0.100014518135,56,True
fp16_b1_o256_caseB_rep1_batch3of30_1780337766,fp16_b1_o256_caseB_rep1,fp16,1,256,B,877,1,3,30,1,success,612.636042,2.3685,184.28,295.76,23516.3,23516.3,877,127,53.6203,4.823906,18.65,4.823905842519685,0.2073008953005739,0.05003194342999999,34,True
fp16_b1_o64_caseA_rep2_batch21of30_1780341653,fp16_b1_o64_caseA_rep2,fp16,1,64,A,232,2,21,30,1,success,227.079542,1.19,110.61,278.31,23516.3,23516.3,232,64,53.783,3.548118,18.59,3.54811784375,0.2818395679166906,0.018544829263333333,22,True
fp16_b1_o512_caseC_rep2_batch22of30_1780354506,fp16_b1_o512_caseC_rep2,fp16,1,512,C,3793,2,22,30,1,success,1626.693664,5.692,244.64,300.38,23516.3,23516.3,3793,293,51.4755,5.551856,19.43,5.551855508532423,0.18011996141886985,0.13284664922666664,67,True
fp16_b1_o512_caseC_rep3_batch4of30_1780352803,fp16_b1_o512_caseC_rep3,fp16,1,512,C,3796,3,4,30,1,success,2839.611238,9.6559,266.4,304.11,23516.3,23516.3,3796,512,53.0243,5.546116,18.86,5.54611569921875,0.18030637192456414,0.23190158443666667,107,True
fp16_b1_o512_caseA_rep1_batch15of30_1780342672,fp16_b1_o512_caseA_rep1,fp16,1,512,A,235,1,15,30,1,success,1986.07674,7.0272,246.92,297.17,23516.3,23516.3,235,395,56.2103,5.028042,17.79,5.028042379746835,0.19888456072447633,0.16219626709999996,81,True
fp16_b8_o256_caseA_rep2_batch1of4_1780354964,fp16_b8_o256_caseA_rep2,fp16,8,256,A,233,2,1,4,8,success,1287.223368,4.9609,216.57,271.2,23516.3,23516.3,1869,1815,365.8606,0.709214,2.73,0.709213976859504,1.4100116927025832,0.10512324172,60,True
fp16_b1_o64_caseB_rep2_batch6of30_1780355888,fp16_b1_o64_caseB_rep2,fp16,1,64,B,878,2,6,30,1,success,256.598839,1.2502,118.85,289.14,23516.3,23516.3,878,64,51.1926,4.009357,19.53,4.009356859375,0.24941656107804916,0.020955571851666664,23,True
fp16_b1_o256_caseB_rep1_batch15of30_1780337868,fp16_b1_o256_caseB_rep1,fp16,1,256,B,895,1,15,30,1,success,749.869207,2.8755,195.65,296.39,23516.3,23516.3,895,156,54.252,4.806854,18.43,4.806853891025641,0.2080362795854878,0.06123931857166666,39,True
fp16_b1_o64_caseB_rep2_batch24of30_1780356020,fp16_b1_o64_caseB_rep2,fp16,1,64,B,898,2,24,30,1,success,265.447238,1.2636,122.59,284.33,23516.3,23516.3,898,64,50.6506,4.147613,19.74,4.14761309375,0.24110252750115257,0.021678191103333334,23,True
fp16_b1_o512_caseB_rep1_batch10of30_1780349736,fp16_b1_o512_caseB_rep1,fp16,1,512,B,889,1,10,30,1,success,411.154662,1.6254,157.42,294.1,23516.3,23516.3,889,85,52.2937,4.837114,19.12,4.837113670588235,0.2067348563835572,0.033577630729999995,27,True
fp16_b1_o64_caseB_rep3_batch30of30_1780348009,fp16_b1_o64_caseB_rep3,fp16,1,64,B,891,3,30,30,1,success,245.683479,1.2721,113.83,274.44,23516.3,23516.3,891,64,50.3088,3.838804,19.88,3.838804359375,0.26049777649070166,0.020064150785,23,True
fp16_b1_o64_caseA_rep3_batch16of30_1780345638,fp16_b1_o64_caseA_rep3,fp16,1,64,A,237,3,16,30,1,success,227.921923,1.183,110.71,264.22,23516.3,23516.3,237,64,54.0999,3.56128,18.48,3.561280046875,0.2807979116603013,0.018613623711666666,22,True
fp16_b1_o64_caseC_rep3_batch17of30_1780338582,fp16_b1_o64_caseC_rep3,fp16,1,64,C,3797,3,17,30,1,success,401.277803,1.5537,160.88,298.13,23516.3,23516.3,3797,64,41.1928,6.269966,24.28,6.269965671875,0.1594905063811865,0.03277102057833333,26,True
fp16_b1_o512_caseB_rep3_batch8of30_1780340196,fp16_b1_o512_caseB_rep3,fp16,1,512,B,886,3,8,30,1,success,493.166779,2.0556,163.82,294.55,23516.3,23516.3,886,109,53.0261,4.524466,18.86,4.524465862385322,0.22102056472867163,0.04027528695166667,31,True
fp16_b1_o512_caseC_rep2_batch25of30_1780354550,fp16_b1_o512_caseC_rep2,fp16,1,512,C,3792,2,25,30,1,success,1082.564341,3.9798,218.79,310.5,23516.3,23516.3,3792,195,48.9969,5.551612,20.41,5.551612005128205,0.18012786179514478,0.08840942118166667,50,True
fp16_b4_o64_caseB_rep1_batch3of8_1780339020,fp16_b4_o64_caseB_rep1,fp16,4,64,B,883,1,3,8,4,success,360.874358,1.5651,144.05,287.63,23516.3,23516.3,3535,256,163.5718,1.409665,6.11,1.4096654609375,0.7093881688318792,0.029471405903333327,26,True
fp16_b1_o512_caseC_rep2_batch20of30_1780354475,fp16_b1_o512_caseC_rep2,fp16,1,512,C,3791,2,20,30,1,success,2829.751263,9.7252,263.36,316.72,23516.3,23516.3,3791,512,52.6466,5.526858,18.99,5.526857935546875,0.18093463079055086,0.23109635314500002,108,True
fp16_b4_o512_caseA_rep3_batch7of8_1780348600,fp16_b4_o512_caseA_rep3,fp16,4,512,A,232,3,7,8,4,success,2207.328712,8.4864,233.79,291.02,23516.3,23516.3,928,1139,134.2141,1.937953,7.45,1.9379532151009657,0.516008328894514,0.18026517814666668,95,True
fp16_b1_o256_caseA_rep2_batch25of30_1780350704,fp16_b1_o256_caseA_rep2,fp16,1,256,A,233,2,25,30,1,success,821.875014,3.2511,194.69,286.24,23516.3,23516.3,233,174,53.5207,4.72342,18.68,4.723419620689655,0.21171102300963734,0.06711979281,43,True
fp16_b1_o512_caseB_rep3_batch5of30_1780340172,fp16_b1_o512_caseB_rep3,fp16,1,512,B,896,3,5,30,1,success,375.254121,1.6286,144.81,295.27,23516.3,23516.3,896,85,52.1913,4.414754,19.16,4.414754364705883,0.226513168658846,0.030645753214999998,27,True
fp16_b1_o512_caseA_rep2_batch7of30_1780343247,fp16_b1_o512_caseA_rep2,fp16,1,512,A,232,2,7,30,1,success,1242.757995,4.5277,224.37,296.19,23516.3,23516.3,232,254,56.099,4.892748,17.83,4.892748011811023,0.2043841206589864,0.10149190292499997,56,True
fp16_b1_o512_caseB_rep2_batch3of30_1780346608,fp16_b1_o512_caseB_rep2,fp16,1,512,B,877,2,3,30,1,success,601.875917,2.4742,176.6,286.62,23516.3,23516.3,877,127,51.3301,4.73918,19.48,4.739180448818897,0.2110069474668813,0.049153199888333325,35,True
fp16_b1_o256_caseB_rep3_batch30of30_1780359094,fp16_b1_o256_caseB_rep3,fp16,1,256,B,891,3,30,30,1,success,604.304355,2.4873,177.46,295.22,23516.3,23516.3,891,134,53.8737,4.509734,18.56,4.509733992537313,0.22174256877562962,0.049351522324999994,35,True
fp16_b1_o256_caseB_rep3_batch24of30_1780359031,fp16_b1_o256_caseB_rep3,fp16,1,256,B,898,3,24,30,1,success,1258.912445,4.641,223.4,295.65,23516.3,23516.3,898,256,55.16,4.917627,18.13,4.91762673828125,0.20335012257345667,0.10281118300833333,57,True
fp16_b1_o256_caseA_rep3_batch26of30_1780356619,fp16_b1_o256_caseA_rep3,fp16,1,256,A,232,3,26,30,1,success,1186.622726,4.2716,226.39,295.17,23516.3,23516.3,232,240,56.1848,4.944261,17.8,4.944261358333334,0.2022546802293419,0.09690752262333334,53,True
fp16_b1_o64_caseC_rep3_batch23of30_1780338627,fp16_b1_o64_caseC_rep3,fp16,1,64,C,3789,3,23,30,1,success,394.403377,1.5626,157.45,321.16,23516.3,23516.3,3789,64,40.9573,6.162553,24.42,6.162552765625,0.16227041585396973,0.03220960912166666,26,True
fp16_b8_o512_caseB_rep2_batch1of4_1780352277,fp16_b8_o512_caseB_rep2,fp16,8,512,B,883,2,1,4,8,success,1970.88541,7.1549,242.11,335.67,23516.3,23516.3,7071,1268,177.222,1.554326,5.64,1.5543260331230284,0.6433656637602284,0.16095564181666666,82,True
fp16_b1_o512_caseB_rep2_batch26of30_1780346817,fp16_b1_o512_caseB_rep2,fp16,1,512,B,893,2,26,30,1,success,2672.875759,9.4441,255.8,291.57,23516.3,23516.3,893,512,54.2136,5.22046,18.45,5.220460466796875,0.19155398386027264,0.21828485365166664,105,True
fp16_b8_o512_caseA_rep2_batch3of4_1780354788,fp16_b8_o512_caseA_rep2,fp16,8,512,A,233,2,3,4,8,success,2553.62042,9.5444,241.14,297.56,23905.6,23516.3,1864,2076,217.5088,1.230068,4.6,1.230067639691715,0.8129634239062045,0.20854566763333332,104,True
fp16_b1_o512_caseB_rep2_batch22of30_1780346772,fp16_b1_o512_caseB_rep2,fp16,1,512,B,894,2,22,30,1,success,487.36212,1.9865,168.05,295.55,23516.3,23516.3,894,106,53.3603,4.597756,18.74,4.597755849056604,0.2174974123963512,0.03980123979999999,30,True
fp16_b1_o256_caseC_rep3_batch17of30_1780357615,fp16_b1_o256_caseC_rep3,fp16,1,256,C,3797,3,17,30,1,success,1418.194659,5.0391,234.87,317.32,23516.3,23516.3,3797,256,50.8031,5.539823,19.68,5.53982288671875,0.18051118608817154,0.115819230485,61,True
fp16_b1_o256_caseC_rep3_batch29of30_1780357742,fp16_b1_o256_caseC_rep3,fp16,1,256,C,3798,3,29,30,1,success,855.632611,3.1225,207.48,310.42,23516.3,23516.3,3798,150,48.0383,5.704217,20.82,5.704217406666666,0.17530888616399404,0.06987666323166665,42,True
fp16_b8_o64_caseA_rep1_batch2of4_1780356206,fp16_b8_o64_caseA_rep1,fp16,8,64,A,234,1,2,4,8,success,327.580231,1.4089,136.34,272.05,23516.3,23516.3,1874,484,343.5339,0.676819,2.91,0.6768186590909091,1.4775006370882007,0.02675238553166667,25,True
fp16_b4_o64_caseB_rep3_batch4of8_1780337564,fp16_b4_o64_caseB_rep3,fp16,4,64,B,892,3,4,8,4,success,344.971052,1.5725,137.78,283.72,23516.3,23516.3,3570,256,162.8024,1.347543,6.14,1.347543171875,0.7420912523407907,0.02817263591333333,26,True
fp16_b1_o256_caseB_rep1_batch6of30_1780337792,fp16_b1_o256_caseB_rep1,fp16,1,256,B,878,1,6,30,1,success,733.273285,2.7208,196.22,295.86,23516.3,23516.3,878,147,54.0289,4.988254,18.51,4.988253639455782,0.20047096083692725,0.05988398494166667,38,True
fp16_b8_o512_caseA_rep3_batch3of4_1780348803,fp16_b8_o512_caseA_rep3,fp16,8,512,A,233,3,3,4,8,success,2527.470761,9.5575,239.58,297.27,23516.3,23516.3,1864,2076,217.2114,1.217471,4.6,1.2174714648362235,0.8213744871092497,0.20641011214833335,106,True
fp16_b1_o256_caseB_rep2_batch9of30_1780357105,fp16_b1_o256_caseB_rep2,fp16,1,256,B,897,2,9,30,1,success,835.742653,3.0169,206.69,294.9,23516.3,23516.3,897,163,54.0296,5.127256,18.51,5.127255539877301,0.19503611478353014,0.06825231666166666,41,True
fp16_b1_o64_caseA_rep1_batch27of30_1780351329,fp16_b1_o64_caseA_rep1,fp16,1,64,A,233,1,27,30,1,success,226.703069,1.1758,110.46,278.29,23516.3,23516.3,233,64,54.4303,3.542235,18.37,3.542235453125,0.28230760299058855,0.01851408396833333,22,True
fp16_b1_o512_caseA_rep3_batch2of30_1780343522,fp16_b1_o512_caseA_rep3,fp16,1,512,A,236,3,2,30,1,success,1142.91115,4.1518,222.25,296.62,23516.3,23516.3,236,233,56.1198,4.905198,17.82,4.905198068669527,0.20386536608729386,0.09333774391666666,52,True
fp16_b8_o256_caseA_rep1_batch3of4_1780338855,fp16_b8_o256_caseA_rep1,fp16,8,256,A,233,1,3,4,8,success,1266.018138,4.9393,213.46,270.97,23516.3,23516.3,1864,1696,343.3678,0.746473,2.91,0.7464729587264151,1.3396332557124866,0.10339148126999997,60,True
fp16_b1_o64_caseB_rep3_batch24of30_1780347965,fp16_b1_o64_caseB_rep3,fp16,1,64,B,898,3,24,30,1,success,277.136701,1.2978,127.03,252.3,23516.3,23516.3,898,64,49.3143,4.330261,20.28,4.330260953125,0.23093296473930386,0.02263283058166667,23,True
fp16_b1_o64_caseA_rep3_batch18of30_1780345652,fp16_b1_o64_caseA_rep3,fp16,1,64,A,235,3,18,30,1,success,234.413892,1.1743,113.5,259.37,23516.3,23516.3,235,64,54.5028,3.662717,18.35,3.6627170625,0.2730213617203199,0.019143801179999996,22,True
fp16_b1_o512_caseA_rep1_batch5of30_1780342561,fp16_b1_o512_caseA_rep1,fp16,1,512,A,234,1,5,30,1,success,1344.684635,4.9814,226.31,295.72,23516.3,23516.3,234,280,56.2092,4.802445,17.79,4.802445125,0.20822726214909118,0.10981591185833332,60,True
fp16_b1_o512_caseB_rep3_batch12of30_1780340230,fp16_b1_o512_caseB_rep3,fp16,1,512,B,877,3,12,30,1,success,830.767879,3.1667,201.75,295.42,23516.3,23516.3,877,172,54.3144,4.830046,18.41,4.830045808139535,0.20703737391368257,0.06784604345166666,42,True
fp16_b4_o512_caseA_rep1_batch5of8_1780354021,fp16_b4_o512_caseA_rep1,fp16,4,512,A,232,1,5,8,4,success,2465.137195,9.2964,240.68,295.97,23516.3,23516.3,930,1110,119.4014,2.220844,8.38,2.2208443198198196,0.4502791983551244,0.20131953759166663,103,True
fp16_b1_o512_caseC_rep3_batch3of30_1780352793,fp16_b1_o512_caseC_rep3,fp16,1,512,C,3796,3,3,30,1,success,1169.730827,4.3228,223.35,311.54,23516.3,23516.3,3796,216,49.9673,5.41542,20.01,5.415420495370371,0.18465786744628557,0.09552801753833333,53,True
fp16_b1_o256_caseA_rep3_batch2of30_1780356381,fp16_b1_o256_caseA_rep3,fp16,1,256,A,236,3,2,30,1,success,1144.121755,4.172,222.5,294.44,23516.3,23516.3,236,233,55.8492,4.910394,17.91,4.910393798283262,0.20364965440238483,0.09343660999166666,52,True
fp16_b1_o256_caseB_rep1_batch25of30_1780337959,fp16_b1_o256_caseB_rep1,fp16,1,256,B,872,1,25,30,1,success,1189.015665,4.3876,222.47,295.21,23516.3,23516.3,872,241,54.927,4.933675,18.21,4.933674958506224,0.2026886668477997,0.09710294597499997,54,True
fp16_b1_o64_caseB_rep2_batch14of30_1780355947,fp16_b1_o64_caseB_rep2,fp16,1,64,B,897,2,14,30,1,success,283.593422,1.2564,129.18,285.57,23516.3,23516.3,897,64,50.9401,4.431147,19.63,4.43114721875,0.22567519214179801,0.023160129463333328,23,True
fp16_b1_o256_caseA_rep1_batch29of30_1780349258,fp16_b1_o256_caseA_rep1,fp16,1,256,A,238,1,29,30,1,success,375.54825,1.5314,150.75,285.88,23516.3,23516.3,238,81,52.8939,4.636398,18.91,4.636398148148148,0.21568466901390168,0.03066977375,26,True
fp16_b1_o64_caseA_rep1_batch18of30_1780351264,fp16_b1_o64_caseA_rep1,fp16,1,64,A,235,1,18,30,1,success,252.393726,1.1785,120.98,254.08,23516.3,23516.3,235,64,54.3068,3.943652,18.41,3.94365196875,0.25357207175585655,0.020612154289999997,22,True
fp16_b1_o256_caseA_rep3_batch23of30_1780356589,fp16_b1_o256_caseA_rep3,fp16,1,256,A,232,3,23,30,1,success,1254.330339,4.5551,226.87,295.52,23516.3,23516.3,232,256,56.2012,4.899728,17.79,4.89972788671875,0.2040929666136378,0.102436977685,56,True
fp16_b1_o64_caseB_rep2_batch18of30_1780355976,fp16_b1_o64_caseB_rep2,fp16,1,64,B,895,2,18,30,1,success,262.91923,1.2547,121.58,288.07,23516.3,23516.3,895,64,51.0074,4.108113,19.6,4.10811296875,0.24342076462037407,0.021471737116666667,23,True
fp16_b1_o256_caseC_rep3_batch14of30_1780357584,fp16_b1_o256_caseC_rep3,fp16,1,256,C,3793,3,14,30,1,success,793.785931,2.8634,207.63,305.91,23516.3,23516.3,3793,136,47.4955,5.836661,21.05,5.836661257352941,0.1713308269758185,0.06482585103166666,39,True
fp16_b1_o512_caseB_rep1_batch17of30_1780349795,fp16_b1_o512_caseB_rep1,fp16,1,512,B,898,1,17,30,1,success,477.411544,2.0241,158.4,293.06,23516.3,23516.3,898,107,52.8627,4.46179,18.92,4.461790130841122,0.2241252884324892,0.03898860942666666,31,True
fp16_b4_o64_caseB_rep3_batch5of8_1780337571,fp16_b4_o64_caseB_rep3,fp16,4,64,B,894,3,5,8,4,success,366.9397,1.5847,146.79,286.86,23516.3,23516.3,3577,256,161.5433,1.433358,6.19,1.433358203125,0.6976623134536819,0.029966742166666668,26,True
fp16_b1_o512_caseC_rep2_batch7of30_1780354315,fp16_b1_o512_caseC_rep2,fp16,1,512,C,3800,2,7,30,1,success,448.803365,1.8499,160.51,309.44,23516.3,23516.3,3800,80,43.2467,5.610042,23.12,5.6100420625,0.1782517829383922,0.03665227480833333,29,True
fp16_b8_o512_caseC_rep2_batch2of4_1780355665,fp16_b8_o512_caseC_rep2,fp16,8,512,C,3793,2,2,4,8,success,4215.131409,14.2777,276.05,424.18,23516.3,23516.3,30347,2670,187.0054,1.578701,5.35,1.578700902247191,0.6334322090882174,0.344235731735,153,True
fp16_b1_o64_caseC_rep3_batch8of30_1780338513,fp16_b1_o64_caseC_rep3,fp16,1,64,C,3792,3,8,30,1,success,401.286776,1.5597,160.66,319.4,23516.3,23516.3,3792,64,41.0339,6.270106,24.37,6.270105875,0.1594869400829695,0.03277175337333333,26,True
fp16_b1_o256_caseB_rep3_batch18of30_1780358976,fp16_b1_o256_caseB_rep3,fp16,1,256,B,895,3,18,30,1,success,816.109156,3.0347,202.94,295.76,23516.3,23516.3,895,165,54.3718,4.946116,18.39,4.946116096969697,0.20217883696920563,0.06664891440666666,41,True
fp16_b1_o512_caseB_rep1_batch18of30_1780349803,fp16_b1_o512_caseB_rep1,fp16,1,512,B,895,1,18,30,1,success,784.446567,3.0428,194.93,295.0,23516.3,23516.3,895,165,54.2261,4.754222,18.44,4.754221618181818,0.21033937420494825,0.064063136305,41,True
fp16_b1_o64_caseB_rep3_batch1of30_1780347796,fp16_b1_o64_caseB_rep3,fp16,1,64,B,892,3,1,30,1,success,255.279946,1.2881,117.7,260.03,23516.3,23516.3,892,64,49.686,3.988749,20.13,3.98874915625,0.25070516114885105,0.020847862256666662,23,True
fp16_b8_o512_caseA_rep1_batch3of4_1780355427,fp16_b8_o512_caseA_rep1,fp16,8,512,A,233,1,3,4,8,success,2557.894958,9.531,242.26,297.08,23516.3,23516.3,1864,2076,217.8144,1.232127,4.59,1.2321266657032754,0.8116048680995133,0.2088947549033333,106,True
fp16_b1_o256_caseC_rep1_batch5of30_1780336573,fp16_b1_o256_caseC_rep1,fp16,1,256,C,3791,1,5,30,1,success,1088.018664,4.1555,211.7,298.79,23100.3,23100.3,3791,192,46.2036,5.666764,21.64,5.666763875,0.17646756103808897,0.08885485756,52,True
fp16_b4_o64_caseA_rep3_batch3of8_1780355149,fp16_b4_o64_caseA_rep3,fp16,4,64,A,234,3,3,8,4,success,249.503435,1.2713,114.2,240.06,23516.3,23516.3,937,228,179.3426,1.094313,5.58,1.0943133114035088,0.9138150743295378,0.020376113858333333,23,True
fp16_b4_o64_caseB_rep3_batch3of8_1780337556,fp16_b4_o64_caseB_rep3,fp16,4,64,B,883,3,3,8,4,success,331.758105,1.5882,132.38,266.48,23516.3,23516.3,3535,256,161.1847,1.29593,6.2,1.29593009765625,0.7716465585671223,0.027093578575,26,True
fp16_b1_o512_caseB_rep2_batch9of30_1780346659,fp16_b1_o512_caseB_rep2,fp16,1,512,B,897,2,9,30,1,success,803.730665,3.0137,199.43,295.74,23516.3,23516.3,897,163,54.0867,4.930863,18.49,4.930862975460123,0.20280425657269155,0.06563800430833333,41,True
